Risk_Taking,Leadership,Emotionality,Planning,Social,Impulsiveness,Problem_Solving,Empathy,Adaptability,Character
1,4,2,5,3,1,5,4,4,Professor
3,4,5,3,5,1,3,5,4,Nairobi
5,1,5,2,5,2,2,4,5,Denver
2,5,5,4,4,2,3,5,2,Nairobi
2,3,1,4,3,1,3,1,2,Oslo
4,2,5,3,5,5,3,3,5,Tokyo
3,4,4,4,3,1,2,5,2,Moscow
2,4,2,3,5,2,3,5,2,Nairobi
2,2,4,4,2,1,3,5,5,Moscow
5,2,5,2,3,5,4,3,4,Tokyo
1,2,2,4,1,1,3,4,2,Helsinki
1,1,2,3,1,1,3,4,5,Helsinki
2,5,4,4,5,3,4,5,5,Nairobi
2,5,2,5,2,1,5,5,5,Professor
4,5,4,3,4,2,3,5,4,Nairobi
5,2,5,2,5,2,2,5,5,Denver
3,4,2,3,2,1,2,4,3,Helsinki
3,5,4,5,5,4,5,5,3,Nairobi
1,3,4,3,2,2,3,4,4,Moscow
3,4,1,3,1,1,4,1,2,Oslo
4,2,5,2,4,5,2,2,3,Tokyo
4,5,4,5,5,2,5,5,3,Nairobi
1,3,1,3,1,1,3,2,2,Oslo
2,5,3,5,3,1,4,5,5,Professor
2,4,3,3,2,1,4,4,2,Helsinki
5,2,5,2,3,5,3,2,3,Tokyo
2,5,3,4,4,1,4,2,4,Berlin
3,2,5,3,4,2,5,3,4,Rio
3,1,4,3,4,4,3,4,5,Rio
1,4,1,5,2,1,5,4,5,Professor
1,4,4,3,2,3,3,4,3,Moscow
4,3,5,2,1,5,2,3,4,Tokyo
1,5,2,4,3,1,5,2,4,Professor
2,5,2,4,1,2,5,4,4,Professor
4,2,5,3,3,3,5,5,3,Rio
3,5,4,5,5,2,3,4,4,Nairobi
1,2,2,3,3,1,2,4,3,Helsinki
1,2,1,2,1,2,3,3,2,Oslo
3,1,5,1,5,4,2,3,5,Denver
1,3,1,3,3,1,2,4,2,Helsinki
1,5,2,5,4,1,4,1,4,Berlin
5,2,4,2,3,3,2,3,5,Denver
3,2,5,2,3,3,5,3,4,Rio
4,3,5,2,5,5,3,3,5,Denver
3,3,4,4,2,1,1,5,3,Moscow
2,5,1,4,2,1,5,5,5,Professor
3,1,4,3,4,3,5,5,4,Rio
3,4,4,5,5,3,3,4,3,Nairobi
1,5,3,5,5,1,4,1,3,Berlin
4,2,3,2,2,4,3,3,4,Tokyo
3,4,4,5,4,2,2,3,2,Berlin
1,2,3,1,1,1,2,3,2,Oslo
1,1,1,2,1,2,3,1,2,Oslo
5,2,4,2,5,2,1,4,5,Denver
4,1,5,1,4,2,5,4,5,Rio
1,5,1,5,2,1,4,4,5,Professor
1,2,4,4,3,1,4,5,4,Moscow
2,1,5,3,4,2,3,4,5,Rio
2,4,2,4,1,1,2,3,2,Helsinki
2,1,2,2,2,1,3,3,1,Oslo
4,3,5,3,3,4,5,5,4,Rio
2,3,2,5,2,1,3,2,2,Oslo
4,2,4,2,5,3,1,3,5,Denver
1,4,1,5,4,1,5,5,3,Professor
5,1,5,3,5,5,3,5,5,Denver
4,3,5,2,5,3,1,5,5,Denver
1,5,4,4,5,2,4,5,3,Nairobi
4,3,5,2,4,5,2,3,3,Tokyo
4,2,5,1,5,4,2,3,5,Denver
2,1,3,2,1,1,3,3,1,Oslo
4,2,5,2,4,2,2,4,5,Denver
1,5,1,5,2,1,4,3,4,Professor
3,5,4,4,5,1,3,5,4,Nairobi
5,1,4,3,3,5,3,3,3,Tokyo
3,1,2,1,3,2,3,5,2,Helsinki
5,1,5,2,5,3,2,5,5,Denver
2,4,4,4,5,2,4,5,4,Nairobi
3,5,3,5,5,3,4,4,4,Nairobi
5,1,5,1,5,5,4,5,4,Denver
2,2,2,3,1,1,4,5,4,Helsinki
1,4,4,4,2,2,3,5,2,Moscow
5,2,5,2,3,5,2,4,4,Tokyo
2,2,4,4,2,1,3,5,4,Moscow
5,1,5,2,4,5,1,5,5,Denver
1,4,4,4,1,2,2,5,3,Moscow
2,2,1,3,1,2,3,3,2,Oslo
4,2,4,1,4,5,4,3,4,Tokyo
2,3,4,5,1,1,4,5,3,Moscow
1,4,3,5,5,1,5,2,4,Berlin
5,1,4,3,2,3,4,3,4,Tokyo
5,2,5,4,5,4,2,3,5,Denver
2,5,1,3,3,2,4,2,3,Berlin
3,3,2,3,3,1,3,3,2,Helsinki
2,5,2,5,1,1,5,4,5,Professor
5,1,5,3,2,4,5,5,3,Rio
1,1,1,3,2,1,4,5,3,Helsinki
3,1,4,4,3,1,5,4,4,Rio
3,5,4,4,5,1,3,5,4,Nairobi
1,2,1,3,1,2,2,3,4,Oslo
2,5,2,5,3,1,5,2,4,Berlin
2,2,1,4,1,1,4,3,3,Oslo
4,1,5,2,5,4,1,5,5,Denver
3,4,1,5,4,1,4,1,2,Berlin
5,3,5,2,3,5,3,3,2,Tokyo
5,2,4,2,4,5,3,2,5,Tokyo
1,1,3,4,1,2,4,3,3,Oslo
1,1,1,3,2,1,1,2,2,Oslo
3,1,5,2,3,2,5,5,3,Rio
2,3,4,2,1,1,2,3,3,Moscow
2,1,3,3,1,1,4,3,3,Helsinki
1,5,1,5,5,1,4,2,2,Berlin
2,3,4,5,2,2,3,5,3,Moscow
5,2,5,2,4,5,3,3,4,Tokyo
3,5,2,4,5,1,4,1,3,Berlin
2,5,2,5,4,1,4,2,3,Berlin
2,3,4,4,2,1,3,4,1,Helsinki
3,5,5,4,4,3,4,5,4,Nairobi
2,2,3,2,1,1,3,3,3,Helsinki
4,5,5,4,3,1,4,5,5,Nairobi
3,5,2,5,4,1,5,2,3,Berlin
3,3,3,3,1,1,2,5,3,Helsinki
2,4,4,4,5,3,4,5,2,Nairobi
2,2,4,4,1,1,3,5,3,Moscow
3,5,5,4,4,3,3,5,3,Nairobi
5,2,4,1,5,4,3,3,5,Denver
5,2,4,2,3,5,3,2,2,Tokyo
2,2,3,5,2,2,3,5,2,Moscow
1,5,1,5,2,1,4,4,5,Professor
3,1,5,3,2,3,4,5,4,Rio
3,2,5,4,2,1,2,5,3,Moscow
1,1,1,4,1,2,2,2,2,Oslo
1,3,1,5,3,1,4,1,5,Berlin
2,2,1,2,1,1,3,2,1,Oslo
4,3,3,3,5,3,1,4,5,Denver
2,3,3,4,2,1,3,4,2,Helsinki
3,5,5,5,5,3,3,4,4,Nairobi
3,3,5,4,1,1,3,3,2,Moscow
1,5,1,5,4,1,5,4,4,Professor
1,1,1,5,2,2,3,4,3,Helsinki
4,5,5,5,5,3,4,4,3,Nairobi
3,4,4,4,5,2,3,4,3,Nairobi
4,1,4,3,5,3,4,4,5,Rio
3,4,1,5,5,1,5,2,4,Berlin
5,1,4,3,3,5,3,4,3,Tokyo
2,3,2,5,1,1,5,5,5,Professor
2,4,3,5,5,1,5,1,3,Berlin
5,2,5,4,5,4,2,4,5,Denver
3,3,3,3,1,1,2,4,3,Helsinki
1,5,3,5,2,2,5,5,5,Professor
2,2,1,3,1,1,3,4,3,Helsinki
2,5,2,4,2,1,4,3,5,Professor
1,5,1,4,2,2,5,4,4,Professor
5,2,5,3,5,2,3,3,5,Denver
3,2,1,3,3,1,4,5,3,Helsinki
5,1,5,1,3,4,3,3,4,Tokyo
2,3,2,5,3,2,5,5,5,Professor
3,3,2,5,4,2,3,3,2,Berlin
1,3,3,5,2,1,4,5,2,Moscow
2,5,3,5,5,1,5,2,3,Berlin
5,2,5,3,4,5,3,5,5,Tokyo
4,5,4,5,5,3,3,4,5,Nairobi
3,3,2,3,2,2,1,4,3,Helsinki
3,3,2,3,3,1,3,3,2,Helsinki
5,3,5,2,4,4,3,2,4,Tokyo
2,5,5,4,4,2,3,5,5,Nairobi
2,2,2,3,1,1,3,1,3,Oslo
4,4,4,3,4,1,3,5,4,Moscow
4,5,4,5,5,3,2,5,5,Nairobi
1,2,5,4,1,4,5,3,5,Rio
2,5,5,3,4,2,5,5,3,Nairobi
3,2,2,4,3,2,4,4,4,Helsinki
3,5,5,4,5,2,3,5,4,Nairobi
3,2,5,5,3,3,5,4,4,Rio
5,3,4,1,4,5,2,4,4,Denver
1,2,1,2,1,1,3,1,2,Oslo
5,1,4,3,3,4,5,4,4,Rio
5,2,5,1,5,4,1,2,5,Denver
5,2,5,4,3,4,3,3,5,Tokyo
2,2,1,4,1,1,3,2,2,Oslo
1,3,3,4,2,1,4,5,4,Moscow
3,5,4,5,3,2,4,5,5,Nairobi
1,5,3,5,1,1,5,4,5,Professor
2,1,3,3,3,3,5,4,4,Rio
1,4,2,5,1,1,5,4,5,Professor
3,2,2,3,2,1,4,5,3,Helsinki
2,1,5,1,2,1,5,3,4,Rio
2,3,4,4,1,3,4,5,3,Moscow
2,2,1,3,2,2,3,1,2,Oslo
1,4,1,5,1,1,5,4,5,Professor
2,3,4,5,2,1,3,4,3,Moscow
4,5,5,4,5,2,4,5,4,Nairobi
1,1,1,4,1,1,2,4,3,Helsinki
2,3,4,3,2,1,4,4,1,Moscow
5,2,5,2,5,3,1,4,4,Denver
3,5,4,4,5,3,5,5,4,Nairobi
5,1,5,3,3,5,3,3,4,Tokyo
2,2,1,2,2,1,3,2,2,Oslo
5,3,5,1,5,4,2,4,5,Denver
5,1,5,2,3,5,5,2,4,Tokyo
1,5,2,5,1,2,4,5,5,Professor
2,2,5,4,3,3,3,5,4,Rio
3,2,2,3,3,1,4,4,5,Helsinki
2,3,4,3,2,1,4,5,4,Helsinki
5,4,5,4,5,3,4,5,3,Nairobi
5,3,5,3,4,5,3,4,5,Tokyo
3,1,4,2,2,3,5,5,5,Rio
5,1,5,2,2,4,3,4,5,Tokyo
2,3,4,4,1,1,3,5,4,Moscow
5,2,4,4,1,5,2,3,3,Tokyo
4,4,4,4,3,1,4,4,3,Moscow
3,5,3,5,5,2,4,2,3,Berlin
1,5,2,5,2,1,5,4,5,Professor
5,2,4,3,2,5,3,4,4,Tokyo
3,5,1,5,3,1,3,2,5,Berlin
3,3,3,4,2,1,1,5,4,Moscow
3,1,3,4,3,3,3,4,3,Helsinki
3,2,2,3,1,1,2,5,2,Helsinki
2,5,1,5,4,1,5,2,2,Berlin
1,2,3,5,1,1,2,4,3,Moscow
3,1,5,3,2,3,3,4,4,Rio
2,5,3,4,3,4,5,5,5,Nairobi
1,5,3,5,1,1,4,4,5,Professor
1,1,2,2,3,1,3,5,2,Helsinki
3,1,5,4,3,5,4,5,5,Rio
2,3,1,3,2,3,1,2,2,Oslo
2,5,2,5,5,2,5,2,2,Berlin
2,5,1,5,4,1,5,2,3,Berlin
2,3,2,2,1,1,3,3,4,Helsinki
4,2,4,2,4,2,5,4,4,Rio
4,5,3,5,5,1,4,1,4,Berlin
2,5,2,5,4,2,5,3,3,Berlin
3,3,5,4,3,1,2,5,4,Moscow
3,5,3,5,5,3,2,4,4,Nairobi
3,5,4,4,4,1,4,4,5,Nairobi
1,4,2,4,2,2,5,4,5,Professor
4,5,5,3,5,1,5,5,4,Nairobi
1,2,4,4,3,1,2,5,3,Moscow
3,3,5,4,4,5,3,3,5,Tokyo
1,5,3,5,2,1,4,5,5,Professor
5,2,5,2,5,4,1,4,4,Denver
3,5,3,3,5,1,4,5,4,Nairobi
3,5,4,4,5,1,4,5,3,Nairobi
1,5,1,4,5,1,4,2,2,Berlin
4,2,5,3,4,4,4,2,4,Tokyo
5,2,5,1,4,5,3,5,5,Denver
4,3,5,2,5,4,3,4,5,Denver
1,4,3,4,3,1,2,2,5,Berlin
1,2,1,3,1,1,4,1,3,Oslo
5,3,4,2,5,5,2,4,5,Denver
2,3,2,5,4,1,3,2,4,Berlin
2,3,3,4,2,2,3,4,2,Helsinki
2,4,5,3,3,3,4,5,2,Moscow
2,4,3,3,4,2,4,4,2,Moscow
3,1,4,5,4,5,4,4,5,Rio
5,2,4,1,5,4,1,4,5,Denver
3,4,2,4,4,1,3,1,4,Berlin
2,1,1,3,2,2,3,2,3,Oslo
1,3,2,3,2,1,1,4,5,Helsinki
2,5,3,5,1,3,5,5,4,Professor
5,1,5,1,4,5,3,4,5,Denver
1,3,1,5,1,2,4,1,2,Oslo
5,2,5,3,4,3,2,5,5,Denver
3,2,2,2,1,3,2,3,2,Helsinki
2,1,5,3,4,3,4,4,3,Rio
1,5,1,5,1,1,5,4,5,Professor
5,1,5,1,5,5,2,5,5,Denver
4,4,4,4,4,2,4,4,5,Nairobi
4,1,5,3,3,3,5,3,3,Rio
1,2,4,2,2,1,1,3,4,Helsinki
5,2,5,2,3,4,1,4,4,Denver
2,1,4,2,2,1,4,4,3,Helsinki
4,2,4,3,5,3,4,4,4,Rio
3,3,4,4,1,3,5,5,5,Rio
2,3,4,3,3,1,2,3,4,Moscow
2,5,4,5,5,1,4,4,4,Nairobi
3,4,5,5,3,1,2,4,3,Moscow
2,4,4,5,3,2,4,5,4,Moscow
2,1,5,4,2,2,4,3,5,Rio
2,2,3,2,4,1,4,4,2,Helsinki
2,5,2,4,3,2,5,4,5,Professor
3,5,2,5,4,1,4,2,2,Berlin
3,1,1,3,2,2,3,3,2,Oslo
2,2,3,2,1,1,3,4,3,Helsinki
4,3,4,2,5,3,2,4,5,Denver
5,1,5,3,3,4,5,3,4,Rio
5,2,5,3,5,5,2,4,5,Denver
1,3,4,4,2,1,1,5,3,Moscow
5,4,5,1,5,5,2,5,5,Denver
2,3,2,2,1,3,2,2,2,Oslo
3,5,5,4,5,2,4,4,3,Nairobi
4,4,4,3,5,3,2,5,4,Nairobi
3,4,4,4,5,2,5,5,4,Nairobi
1,5,3,5,2,1,4,5,5,Professor
4,5,4,4,5,1,4,4,3,Nairobi
2,5,2,5,2,2,2,2,4,Berlin
3,1,5,4,3,3,5,4,4,Rio
4,4,4,4,4,2,4,3,5,Nairobi
5,2,5,2,4,5,2,5,5,Denver
1,5,2,4,4,1,3,2,2,Berlin
3,5,4,4,3,2,4,5,3,Nairobi
5,1,5,2,4,4,5,5,4,Rio
2,2,1,3,1,1,3,2,3,Oslo
2,3,1,3,1,1,3,2,2,Oslo
2,5,4,4,5,1,5,5,2,Nairobi
3,4,4,4,5,3,5,5,5,Nairobi
2,2,3,3,2,1,2,4,4,Helsinki
3,1,5,3,3,3,5,4,4,Rio
5,2,5,4,3,3,4,4,4,Rio
1,2,2,2,1,2,2,3,3,Helsinki
5,1,5,2,4,5,2,3,4,Tokyo
2,1,5,2,4,3,5,5,4,Rio
5,3,5,2,2,5,3,5,4,Tokyo
2,2,1,3,2,1,4,1,2,Oslo
4,3,5,3,3,1,2,5,3,Moscow
5,3,5,2,2,4,3,2,5,Tokyo
2,4,2,4,4,2,4,2,2,Berlin
3,5,3,3,3,2,5,5,4,Nairobi
2,5,2,5,5,1,4,2,3,Berlin
5,3,4,1,5,3,3,4,5,Denver
5,1,5,2,3,4,3,4,3,Tokyo
2,5,1,5,4,1,4,2,2,Berlin
3,1,5,4,3,3,5,4,4,Rio
2,5,4,4,4,2,3,5,4,Nairobi
5,2,5,2,4,3,1,4,5,Denver
2,4,1,5,3,1,5,4,5,Professor
2,1,1,3,1,1,1,4,1,Oslo
3,5,4,4,4,3,4,5,4,Nairobi
3,5,1,5,3,1,5,3,3,Berlin
1,5,5,3,4,1,3,5,5,Moscow
5,2,5,3,3,5,4,2,4,Tokyo
1,5,2,4,1,1,4,5,4,Professor
3,5,3,4,3,2,3,2,3,Berlin
5,2,5,2,5,4,2,5,5,Denver
3,2,5,3,3,3,4,4,3,Rio
2,3,3,4,2,1,2,5,3,Moscow
1,3,5,4,2,1,3,5,4,Moscow
1,2,4,4,2,1,4,5,1,Helsinki
3,5,5,5,5,2,3,4,3,Nairobi
4,1,5,3,5,5,4,4,5,Denver
2,4,3,5,4,1,4,2,3,Berlin
4,4,2,5,4,1,4,1,3,Berlin
2,1,5,4,2,1,3,5,3,Moscow
3,2,5,2,4,3,3,4,5,Rio
1,3,4,3,2,2,3,5,3,Moscow
1,5,1,5,2,2,5,4,4,Professor
3,1,5,3,3,3,5,5,4,Rio
2,4,4,4,1,1,3,3,4,Moscow
2,4,1,4,5,2,5,1,3,Berlin
1,5,2,5,3,3,3,1,2,Berlin
3,1,5,3,3,3,5,4,3,Rio
5,2,4,1,1,5,5,5,5,Tokyo
2,2,1,3,3,1,2,3,3,Helsinki
5,3,5,1,3,3,3,3,2,Tokyo
3,5,2,4,1,1,5,4,4,Professor
2,2,1,2,2,1,3,4,2,Helsinki
1,4,2,5,1,1,4,4,4,Professor
2,3,2,5,1,1,3,5,3,Moscow
3,1,5,3,4,2,5,5,4,Rio
1,4,2,5,1,1,5,4,5,Professor
3,1,1,2,1,1,1,3,3,Oslo
1,5,3,5,3,1,5,4,5,Professor
3,5,1,5,4,1,5,2,2,Berlin
2,2,3,4,2,2,3,4,3,Moscow
2,3,3,2,4,1,3,5,4,Helsinki
4,2,4,1,3,3,2,4,5,Denver
5,4,5,2,2,5,2,2,4,Tokyo
1,1,2,5,4,1,4,3,2,Helsinki
1,4,4,4,2,1,4,5,2,Moscow
3,5,1,5,3,1,4,2,2,Berlin
5,3,4,3,3,5,3,3,4,Tokyo
2,3,4,3,2,1,3,5,3,Moscow
2,5,3,4,4,2,4,5,3,Nairobi
3,2,1,3,1,1,3,4,3,Helsinki
2,4,3,5,2,1,4,5,2,Moscow
1,2,4,3,2,1,2,5,3,Moscow
4,2,4,3,2,5,1,4,3,Tokyo
2,1,2,4,2,1,4,2,4,Helsinki
4,5,5,3,3,2,4,4,4,Nairobi
5,1,5,1,3,4,3,4,2,Tokyo
3,1,5,3,2,3,5,4,2,Rio
2,5,1,5,4,1,5,1,3,Berlin
2,5,2,5,2,1,5,3,5,Professor
1,1,2,4,3,1,2,4,3,Helsinki
5,2,5,3,5,5,2,4,5,Denver
5,2,5,1,5,3,1,5,4,Denver
4,2,5,2,5,3,1,3,5,Denver
3,3,3,3,2,1,3,3,3,Helsinki
3,2,5,2,3,5,3,5,4,Tokyo
2,3,2,3,1,1,1,5,4,Moscow
1,5,3,5,2,1,5,3,5,Professor
1,4,3,5,2,2,3,5,1,Moscow
2,2,1,4,1,1,2,3,2,Oslo
2,5,4,4,4,1,3,2,3,Berlin
3,5,1,5,4,1,4,2,2,Berlin
2,3,3,3,3,1,2,4,3,Helsinki
5,2,5,2,2,5,4,3,5,Tokyo
1,4,4,5,5,2,4,5,4,Nairobi
4,5,5,3,5,2,4,5,5,Nairobi
3,2,5,4,3,3,5,5,3,Rio
1,2,3,4,3,1,4,3,3,Moscow
1,4,2,4,1,2,5,4,5,Professor
1,4,2,4,2,1,4,4,4,Helsinki
3,1,4,3,2,1,4,4,3,Helsinki
2,2,4,1,3,1,2,4,4,Helsinki
4,5,5,5,5,1,4,5,4,Nairobi
3,5,3,5,3,2,2,1,3,Berlin
4,5,4,5,5,1,4,5,4,Nairobi
2,1,5,2,3,3,5,4,4,Rio
1,4,1,5,3,1,5,3,3,Berlin
2,4,5,4,2,1,3,5,2,Moscow
1,5,1,5,3,2,4,2,3,Berlin
5,3,5,2,4,4,1,4,5,Denver
3,1,5,2,3,2,5,4,5,Rio
4,5,3,4,5,3,4,5,2,Nairobi
2,2,4,4,2,1,3,5,4,Moscow
5,2,5,2,5,4,1,5,5,Denver
2,5,3,4,5,1,4,1,2,Berlin
5,1,5,2,3,5,4,2,4,Tokyo
1,5,2,4,1,1,5,4,5,Professor
2,2,4,3,3,3,5,5,4,Rio
2,3,2,3,2,2,4,5,4,Helsinki
2,5,3,5,1,1,5,4,4,Professor
2,5,3,3,1,1,4,4,4,Moscow
2,4,1,4,1,1,5,3,5,Professor
4,3,5,2,5,5,2,4,5,Denver
2,5,3,5,4,3,2,5,3,Nairobi
3,1,1,4,1,1,3,2,2,Oslo
1,5,3,4,5,1,2,1,2,Berlin
1,5,3,5,3,1,3,3,3,Berlin
2,5,2,4,5,3,5,5,5,Nairobi
1,5,3,5,3,2,5,4,4,Professor
1,4,1,3,3,1,4,2,2,Oslo
4,2,5,2,5,5,3,4,4,Denver
5,2,4,1,4,3,2,5,5,Denver
1,2,2,2,2,2,4,2,2,Oslo
4,2,1,4,2,1,3,2,2,Oslo
1,3,5,4,3,1,3,5,4,Moscow
1,3,5,4,2,1,3,5,2,Moscow
3,2,1,3,2,1,2,4,2,Helsinki
2,5,4,3,5,1,4,5,5,Nairobi
5,2,5,2,3,5,2,2,4,Tokyo
5,2,4,1,5,5,1,3,4,Denver
3,1,5,2,4,2,5,3,4,Rio
3,5,5,3,5,2,4,5,5,Nairobi
3,1,1,4,1,1,3,1,2,Oslo
1,5,1,5,5,1,2,2,2,Berlin
3,1,3,2,4,2,5,5,5,Rio
2,2,4,5,1,1,4,5,1,Moscow
2,1,1,3,1,1,2,3,3,Oslo
4,1,5,3,3,4,5,4,5,Rio
1,5,2,5,2,1,5,2,2,Berlin
1,4,2,4,1,1,4,3,4,Helsinki
3,5,2,5,3,2,4,2,4,Berlin
1,5,2,5,2,1,4,3,5,Professor
3,2,5,4,3,4,5,5,3,Rio
1,5,1,4,2,1,3,3,5,Professor
4,4,4,3,4,1,2,5,5,Nairobi
1,3,2,2,2,2,2,2,1,Oslo
5,3,5,2,5,3,2,4,5,Denver
5,2,5,2,3,5,3,3,3,Tokyo
2,4,2,4,3,1,4,2,3,Berlin
4,1,5,4,1,3,4,5,5,Rio
3,2,2,3,1,1,5,3,3,Helsinki
1,4,2,5,1,1,5,5,5,Professor
2,2,5,3,3,5,4,5,4,Rio
4,2,4,3,2,2,5,5,3,Rio
3,5,5,5,2,1,3,3,4,Moscow
3,3,3,2,1,1,3,2,2,Helsinki
3,5,5,4,4,1,4,5,4,Nairobi
5,4,5,2,4,5,1,4,5,Denver
3,3,5,5,5,2,5,5,4,Nairobi
2,3,4,5,1,1,3,5,3,Moscow
4,1,5,3,3,3,5,3,4,Rio
3,4,4,3,4,2,4,5,4,Nairobi
3,3,4,4,2,3,3,5,2,Moscow
2,5,3,5,2,1,3,5,5,Professor
4,1,1,5,1,1,3,3,4,Oslo
2,5,1,4,2,1,5,5,5,Professor
3,5,4,4,5,3,4,5,5,Nairobi
5,5,4,5,5,3,5,5,4,Nairobi
1,3,2,2,1,1,2,1,2,Oslo
2,2,1,4,2,1,4,3,2,Oslo
2,2,5,3,2,1,3,5,4,Moscow
3,4,5,2,3,5,4,2,4,Tokyo
3,5,4,5,5,2,5,5,5,Nairobi
3,1,5,3,3,4,5,2,4,Rio
4,3,3,3,3,1,4,4,4,Moscow
5,1,5,3,3,1,5,5,4,Rio
1,5,2,5,2,1,5,3,4,Professor
1,3,2,4,2,2,3,2,3,Oslo
1,5,1,5,2,1,4,3,3,Professor
2,5,5,4,5,1,3,5,4,Nairobi
3,1,5,2,4,4,4,5,4,Rio
1,4,1,5,2,1,5,3,5,Professor
4,5,4,3,5,3,3,5,5,Nairobi
1,2,2,3,1,3,5,2,2,Oslo
2,1,2,4,1,1,3,2,2,Oslo
5,2,5,2,3,5,2,4,2,Tokyo
5,2,5,2,3,5,4,3,4,Tokyo
3,4,4,3,5,2,4,5,4,Nairobi
5,1,5,3,4,5,3,3,2,Tokyo
3,4,3,3,3,1,4,4,3,Helsinki
2,3,1,2,2,2,4,5,4,Helsinki
2,1,1,4,1,1,3,2,2,Oslo
1,2,1,3,3,1,2,2,1,Helsinki
1,4,4,5,3,1,4,3,4,Professor
4,2,5,3,3,3,5,4,3,Rio
1,1,4,5,3,1,3,4,3,Helsinki
2,3,1,5,3,1,3,2,4,Berlin
2,4,4,5,2,3,3,5,4,Moscow
2,3,1,3,1,1,4,2,3,Oslo
2,3,5,5,2,2,3,5,4,Moscow
2,1,3,1,3,1,1,4,4,Helsinki
4,2,5,1,2,5,3,4,3,Tokyo
2,5,3,3,4,2,5,2,4,Berlin
2,3,1,3,2,2,2,3,4,Helsinki
3,5,2,5,4,1,3,2,3,Berlin
3,1,3,3,3,1,3,5,3,Helsinki
4,1,5,3,3,4,4,4,5,Rio
2,1,1,3,2,2,2,4,2,Helsinki
2,1,4,2,2,2,5,4,4,Rio
3,4,2,5,4,2,4,4,4,Berlin
2,4,2,5,2,1,3,3,4,Berlin
4,2,4,3,5,3,2,3,5,Denver
4,2,5,3,2,3,5,2,4,Rio
2,5,3,5,1,1,5,4,5,Professor
3,1,1,1,1,1,4,2,1,Oslo
3,5,5,3,5,2,5,5,5,Nairobi
2,3,3,2,1,2,3,3,2,Oslo
1,5,3,4,5,2,3,4,4,Nairobi
3,5,2,5,3,2,4,1,2,Berlin
2,2,4,3,1,2,3,5,1,Moscow
5,2,4,3,3,5,4,3,3,Tokyo
3,5,1,5,3,1,3,2,4,Berlin
2,4,5,4,2,1,3,5,3,Moscow
2,4,2,5,4,2,4,3,2,Berlin
3,4,4,3,5,3,3,5,4,Nairobi
2,2,1,2,1,1,4,3,1,Oslo
2,3,5,4,3,3,3,5,3,Moscow
5,2,5,4,2,3,5,5,4,Rio
4,1,5,3,3,3,5,4,4,Rio
3,1,4,4,4,3,5,4,4,Rio
5,2,4,2,4,5,3,4,5,Denver
2,5,5,4,5,2,4,5,3,Nairobi
2,3,4,4,3,1,3,4,2,Moscow
5,2,5,1,4,4,2,4,5,Denver
2,4,2,5,4,1,4,3,3,Berlin
4,2,5,1,3,5,3,3,4,Tokyo
2,3,3,3,1,1,3,1,1,Oslo
3,5,2,5,4,1,4,3,4,Berlin
2,5,2,5,5,1,4,2,3,Berlin
5,3,4,3,5,2,3,5,2,Nairobi
1,3,5,4,1,1,4,5,3,Moscow
2,5,2,5,3,1,5,3,3,Berlin
3,5,2,5,4,1,4,3,4,Berlin
2,2,1,3,3,1,3,1,2,Oslo
3,1,4,1,5,4,3,5,5,Denver
3,3,3,2,3,1,3,4,3,Helsinki
1,3,4,4,2,2,4,5,4,Moscow
5,2,5,2,5,4,2,3,5,Denver
4,4,5,4,5,3,3,5,3,Nairobi
4,2,4,1,3,5,2,4,5,Tokyo
2,4,5,5,5,2,5,5,3,Nairobi
1,5,1,4,1,1,5,4,5,Professor
5,2,5,3,4,5,2,3,4,Denver
4,4,4,4,5,3,5,5,5,Nairobi
2,3,2,5,4,1,2,2,3,Berlin
5,3,5,3,5,4,2,5,5,Denver
3,5,3,5,4,1,4,3,3,Berlin
5,1,5,2,5,4,1,5,5,Denver
2,5,2,5,3,1,4,1,3,Berlin
1,3,1,3,2,2,4,4,5,Helsinki
5,2,5,2,5,4,2,4,3,Denver
2,2,2,2,1,2,2,4,2,Helsinki
3,5,4,3,5,2,4,5,3,Nairobi
1,1,1,4,1,1,5,1,3,Oslo
4,1,5,4,4,4,5,4,4,Rio
3,3,5,2,5,5,1,3,5,Denver
1,4,3,3,5,3,3,4,3,Nairobi
3,1,2,2,1,1,2,4,3,Helsinki
2,2,1,4,2,1,3,2,1,Oslo
1,1,1,1,1,1,3,2,1,Oslo
3,1,2,4,1,1,3,3,1,Oslo
3,5,1,4,3,1,3,2,5,Berlin
3,3,3,5,4,2,3,4,5,Nairobi
1,2,2,2,1,2,3,5,2,Helsinki
1,4,4,5,3,1,3,5,3,Moscow
2,3,5,4,2,2,3,4,3,Moscow
4,4,4,2,5,1,4,5,5,Nairobi
2,2,2,3,1,2,3,3,2,Helsinki
3,1,5,3,2,3,3,5,5,Rio
2,3,3,2,1,1,2,3,2,Helsinki
3,5,4,4,5,2,4,5,5,Nairobi
5,2,3,2,4,5,3,3,3,Tokyo
3,1,5,3,2,3,4,5,3,Rio
3,1,1,3,1,2,3,1,1,Oslo
4,2,5,1,5,5,3,4,4,Tokyo
4,4,4,3,5,2,4,5,5,Nairobi
2,3,5,4,2,1,4,5,3,Moscow
2,1,1,3,1,1,3,3,2,Oslo
2,3,1,3,2,1,3,2,1,Oslo
1,2,1,2,1,1,1,2,2,Oslo
2,2,2,2,1,1,4,3,2,Oslo
5,2,4,1,2,5,2,3,4,Tokyo
3,1,5,4,5,3,3,4,4,Rio
